Scientific name,Count
Athalia scutellariae,148
Atheta hygrotopora,148
Atheta indubia,148
Atheta sordidula,148
Callidium violaceum,148
Carpophilus marginellus,148
Cedestis gysseleniella,148
Chauvetia brunnea,148
Coryne,148
Ctenophthalmus (Ctenophthalmus) nobilis subsp. nobilis,148
Cyanapion spencii,148
Cytisus striatus,148
Didymosphenia geminata,148
Dysaphis (Dysaphis) anthrisci,148
Hygrocybe turunda,148
Lactarius mammosus,148
Merzomyia westermanni,148
Micarea lithinella,148
Monopis crocicapitella,148
Monosporus pedicellatus,148
Periconia hispidula,148
Phyllodoce caerulea,148
Protonemura montana,148
Rhodothamniella,148
Rosa sherardii x mollis = R. x perthensis,148
Schizymenia dubyi,148
Sepedophilus pedicularius,148
Sibinia arenariae,148
Stereocaulon delisei,148
Subsaltusaphis (Subsaltusaphis) picta,148
Telmatophilus schonherrii,148
Zyginella pulchra,148
Ainoa mooreana,147
Alisma,147
Aphis (Bursaphis) epilobiaria,147
Arthrorhaphis aeruginosa,147
Aulacoseira,147
Aythya novaeseelandiae,147
Carduus pycnocephalus,147
Cercyon terminatus,147
Cetrelia cetrarioides,147
Chaetosiphon (Pentatrichopus) tetrarhodum,147
Chaitophorus capreae,147
Chromatomyia syngenesiae,147
Chrysolina haemoptera,147
Cixius distinguendus,147
Conops ceriaeformis,147
Diaporthe arctii,147
Donacia bicolora,147
Drilonereis filum,147
Edwardsiana crataegi,147
Entoloma infula,147
Entoloma turci,147
Eurynome spinosa,147
Filicopsida,147
Galerina atkinsoniana,147
Garrya elliptica,147
Geastrum pectinatum,147
Glyphipterix schoenicolella,147
Hieracium dasythrix,147
Hieracium globosiflorum,147
Holothuriidae,147
Hoplolabis areolata,147
Merrifieldia leucodactyla,147
Minuartia rubella,147
Morchella elata,147
Ocnus lacteus,147
Oweniidae,147
Phytomyza angelicae,147
Platymya fimbriata,147
Porzana carolina,147
Pseudocistela ceramboides,147
Rachispoda limosa,147
Ramularia primulae,147
Ranunculus ophioglossifolius,147
Salix pentandra x euxina x alba = S. x meyeriana,147
Scolopostethus grandis,147
Serpula lacrymans,147
Sipunculidae,147
Sphagnum lindbergii,147
Sybistroma crinipes,147
Symphytum officinale x asperum x grandiflorum = S. 'Hidcote Blue',147
Syntrichia princeps,147
Tenthredo ferruginea,147
Tetratoma ancora,147
Uroleucon (Uroleucon) jaceicola,147
Veronica anagallis-aquatica/Veronica catenata,147
Anthribus nebulosus,146
Atheta xanthopus,146
Brachyglottis compacta x laxifolia = B. 'Sunshine',146
Brachysomus echinatus,146
Cantharellula umbonata,146
Cortinarius paleaceus,146
Cortinarius pholideus,146
Cyathicula subhyalina,146
Cyclamen coum,146
Drosophila immigrans,146
Ecrobia ventrosa agg.,146
Elampus panzeri,146
Epistrophe diaphana,146
Eriocrania unimaculella,146
Eriosoma patchiae,146
Eryngium campestre,146
Euphorbia esula agg.,146
Euphrasia arctica x scottica = E. x venusta,146
Fannia incisurata,146
Gymnopus fuscopurpureus,146
Gyrodinium,146
Hilara brevistyla,146
Macrocera phalerata,146
Meligethes brunnicornis,146
Miarus campanulae,146
Orbilia curvatispora,146
Parapleustes bicuspis,146
Polydesmus,146
Pseudotelphusa scalella,146
Ranunculus reptans,146
Rhamphomyia barbata,146
Senecio squalidus x vulgaris = S. x baxteri,146
Spio goniocephala,146
Synaptidae,146
Tachyporus tersus,146
Tenthredo schaefferi,146
Trichophorum,146
Trypeta artemisiae,146
Volvulella,146
Acrotona muscorum,145
Aderus populneus,145
Alopecurus,145
Anemonia,145
Aphis armata,145
Centropages chierchiae,145
Chaetozone caputesocis,145
Chlidonias niger surinamensis,145
Clavariadelphus pistillaris,145
Cratichneumon culex,145
Dicyrtoma fusca,145
Euphorbia villosa,145
Eurhadina concinna,145
Fulica americana,145
Geranium robertianum subsp. maritimum,145
Heteromyza oculata,145
Hydnellum spongiosipes,145
Lecidea lactea s. str.,145
Legnotus picipes,145
Lemnaceae,145
Liparis,145
Maera loveni,145
Marasmius epiphylloides,145
Medetera jacula,145
Meoneura flavifacies,145
Mycale (Carmia) macilenta,145
Neocoenorrhinus minutus,145
Oulema melanopus,145
Pammene giganteana,145
Pediasia aridella,145
Phialina flaveola,145
Pleurogonium inerme,145
Podospora appendiculata,145
Protocirrineris,145
Puccinia iridis,145
Quedius balticus,145
Rhaphium consobrinum,145
Rubus asperidens,145
Russula risigallina,145
Scutopus ventrolineatus,145
Sertularella gaudichaudi,145
Tolypella prolifera,145
Trypodendron signatum,145
Vertagopus arboreus,145
Acanthis flammea rostrata,144
Adelanthus lindenbergianus,144
Alectoria sarmentosa subsp. sarmentosa,144
Andreaea frigida,144
Anthracoidea karii,144
Aspidelectra melolontha,144
Bicellaria nigra,144
Centric undif.,144
Chamaemyces fracidus,144
Cixius similis,144
Coleophora pyrrhulipennella,144
Coprinellus truncorum,144
Coprinopsis friesii,144
Cystolepiota hetieri,144
Drosophila obscura,144
Dysaphis brancoi rogersoni,144
Emmesomyia grisea,144
Epizoanthus papillosus,144
Eubranchus vittatus,144
Eucalanus,144
Eusyllis,144
Flammulaster granulosus,144
Frustulia saxonica,144
Hieracium sublepistoides,144
Hieracium virgultorum,144
Hydrosmecta fragilis,144
Hypholoma ericaeum,144
Lepista panaeolus,144
Lipara rufitarsis,144
Macrosiphoniella (Macrosiphoniella) absinthii,144
Marchantiophyta,144
Melanoleuca bataillei,144
Milesina dieteliana,144
Mimesa lutaria,144
Naucoria bohemica,144
Nolella dilatata,144
Ornithomya fringillina,144
Pericallis hybrida,144
Photis reinhardi,144
Piezura pardalina,144
Platypalpus strigifrons,144
Psoronactis dilleniana,144
Radula holtii,144
Rhinanthus angustifolius,144
Rhodocollybia asema,144
Rhytidiadelphus subpinnatus,144
Rubus anglocandicans,144
Sellaphora pupula,144
Sphegina,144
Sporodictyon terrestre,144
Stenichnus bicolor,144
Strophedra weirana,144
Tadorna variegata,144
Triglyphus primus,144
Tychius stephensi,144
Vuilleminia coryli,144
Aleochara brevipennis,143
Anemone ranunculoides,143
Aphis (Aphis) triglochinis,143
Arpedium brachypterum,143
Bacidina indigens,143
Berlesiella nigerrima,143
Betula pubescens x nana = B. x intermedia,143
Botanophila dissecta,143
Bryum dixonii,143
Byctiscus populi,143
Callista chione,143
Chaitophorus tremulae,143
Cheilosia mutabilis,143
Chrysoperla carnea,143
Conyza bonariensis,143
Cumopsis fagei,143
Delphiniobium junackianum,143
Dixella attica,143
Drosophila melanogaster,143
Eudiaptomus gracilis,143
Euthora cristata,143
Fragilaria vaucheriae var. capitellata,143
Friesea mirabilis,143
Gnypeta ripicola,143
Haplothrips senecionis,143
Hemitrichapion waltoni,143
Issus,143
Leuconia,143
Macrocera centralis,143
Melosira,143
Mycena clavularis,143
Mycetophila ichneumonea,143
Nomada hirtipes,143
Oedalea flavipes,143
Ornithogalum,143
Papaver somniferum subsp. setigerum,143
Potentilla fruticosa,143
Pseudolyciella stylata,143
Sapromyza hyalinata,143
Scaphander,143
Smynthurodes betae,143
Sporidesmiella hyalosperma var. hyalosperma,143
Symphyosirinia angelicae,143
Symydobius oblongus,143
Tomosvaryella geniculata,143
Trachyzelotes pedestris,143
Tricholoma acerbum,143
Urocystis ranunculi,143
Xanthorhoe decoloraria hethlandica,143
Acanthis hornemanni hornemanni,142
Agonopterix conterminella,142
Allium sphaerocephalon,142
Ametastegia carpini,142
Aphis (Aphis) viburni,142
Arge melanochra,142
Argyresthia glaucinella,142
Asterocarpa humilis,142
Atheta cinnamoptera,142
Atheta harwoodi,142
Buellia pulverea,142
Caryocolum blandella,142
Chaenothecopsis pusilla,142
Champia parvula,142
Chrysops sepulcralis,142
Cistella acuum,142
Cordicollis instabilis,142
Drepana curvatula,142
Endromopoda detrita,142
Gilbertaria contristans,142
Haematopota,142
Inocybe nitidiuscula,142
Kybos smaragdulus,142
Lachnellula willkommii,142
Larus fuscus fuscus,142
Lepidosaphes ulmi,142
Lutraria,142
Macrosteles horvathi,142
Mompha sturnipennella,142
Neohygrocybe ingrata,142
Ophion luteus agg.,142
Phleogena faginea,142
Pholiotina velata,142
Pinus sylvestris var. sylvestris,142
Polypedilum,142
Psylliodes cuprea,142
Rhynchostegiella litorea,142
Romualdius scaber,142
Sepsis thoracica,142
Sphaerophoria batava,142
Stigmella suberivora,142
Suillia imberbis,142
Swammerdamella brevicornis,142
Syllis parapari,142
Tetracladium furcatum,142
Zapornia parva,142
Anthophagus caraboides,141
Aporrectodea icterica,141
Aptenia cordifolia,141
Bibio hortulanus,141
Bolitobius castaneus,141
Brachycaudus,141
Brachyglottis,141
Caprimulgus europaeus europaeus,141
Ceratium gibberum,141
Ceutorhynchus atomus,141
Empria tridens,141
Endelomyia aethiops,141
Eublemma ostrina,141
Euxoa obelisca grisea,141
Fannia corvina,141
Graphis albida,141
Hamamelistes betulinus,141
Leptosynapta minuta,141
Monocephalus castaneipes,141
Navicula claytonii,141
Neuroptera,141
Physa sp. (not fontinalis),141
Plasmopara pusilla s. lat.,141
Pterocomma salicis,141
Puccinia conii,141
Pyracantha,141
Quedius xanthopus,141
Racomitrium,141
Scirtes orbicularis,141
Tachydromia umbrarum,141
Taraxacum cophocentrum,141
Thelephora anthocephala,141
Toninia thiopsora,141
Tortula canescens,141
Tricholoma stiparophyllum,141
Acyrthosiphon (Acyrthosiphon) loti,140
Agapanthus praecox subsp. orientalis,140
Alectoria ochroleuca,140
Alvania cimicoides,140
Ampedus elongatulus,140
Amphipyra pyramidea/berbera subsp. svenssoni,140
Amphora libyca,140
Anthocharis cardamines hibernica,140
Baeopelma foersteri,140
Biatora beckhausii,140
Calodera aethiops,140
Capitophorus hippophaes,140
Caryocolum marmorea,140
Centraloecetes striatus,140
Ceutorhynchus hirtulus,140
Chlorops calceatus,140
Chrysura radians,140
Deflexilodes subnudus,140
Delia,140
Depressaria badiella,140
Dolichopus strigipes,140
Dryops striatellus,140
Enoplognatha,140
Estheria cristata,140
Fenella nigrita,140
Haematopota bigoti,140
Haliella stenostoma,140
Helina trivittata,140
Herzogiella striatella,140
Hieracium scotostictum,140
Hipparchia semele scota,140
Hymenoscyphus vitellinus,140
Inachus leptochirus,140
Inocybe whitei,140
Inonotus cuticularis,140
Lactuca saligna,140
Lasiobolus cuniculi,140
Lepton squamosum,140
Lispocephala alma,140
Marasmius curreyi,140
Melanogaster,140
Monophadnus pallescens,140
Muellerianella,140
Pecten,140
Phaeosphaeria eustoma,140
Phasianus colchicus torquatus,140
Phragmidium tuberculatum,140
Plagiothecium cavifolium,140
Pleonosporium borreri,140
Polycirrus latidens,140
Prunus pissardii,140
Psylliodes chalcomera,140
Puccinia galii-verni,140
Sosane wireni,140
Sporormiella minima,140
Stenus biguttatus,140
Tethea or scotica,140
Thelocarpon laureri,140
Themira leachi,140
Turrutus socialis,140
Xeromphalina campanella,140
Xylota abiens,140
Zelotes apricorum,140
Acarospora muddii,139
Albotricha acutipila,139
Apamea furva subsp. britannica,139
Arum,139
Asperarca nodulosa,139
Attulus caricis,139
Boletina gripha,139
Calidris tenuirostris,139
Callicera aurata,139
Caloplaca asserigena,139
Cheilosia chrysocoma,139
Cheilosia semifasciata,139
Chrysolina sanguinolenta,139
Chrysothrix chlorina,139
Dendrocygna viduata,139
Dianthus caryophyllus,139
Diaphorus nigricans,139
Elachista luticomella,139
Epuraea melina,139
Erigonella ignobilis,139
Gelechia sororculella,139
Halictus,139
Hydroporus elongatulus,139
Lathrobium fovulum,139
Lepra pulvinata,139
Licmophora,139
Macrochaeta helgolandica,139
Macrosteles septemnotatus,139
Micarea hedlundii,139
Mycetophila luctuosa,139
Nomada sheppardana,139
Orchomene,139
Orchomene similis,139
Pelidnoptera nigripennis,139
Periplaneta australasiae,139
Pholiota lenta,139
Pogonus luridipennis,139
Procraerus tibialis,139
Puccinia festucae,139
Quedius nemoralis,139
Rabdophaga salicis,139
Rinodina roboris,139
Rubus leucostachys,139
Russula persicina,139
Sidera vulgaris,139
Sphecodes rubicundus,139
Spuleria flavicaput,139
Tadorna tadornoides,139
Taraxacum sahlinianum,139
Thyonidium drummondii,139
Viburnum rhytidophyllum,139
Abies nordmanniana,138
Acanthocardia tuberculata,138
Aceria macrorhyncha,138
Aconitum napellus x variegatum = A. x cammarum,138
Agyneta olivacea,138
Alderia modesta,138
Ampelisca gibba,138
Apiospora arundinis,138
Ascobolus brassicae,138
Bethylus cephalotes,138
Callicerus obscurus,138
Candidae,138
Cerastium arvense x tomentosum,138
Cerobasis guestfalica,138
Cirrophorus furcatus,138
Cladotanytarsus,138
Clusiodes ruficollis,138
Cotoneaster divaricatus,138
Crepidotus versutus,138
Crossocerus distinguendus,138
Diprion pini,138
Emmesomyia socia,138
Euphorbia esula,138
Exobasidium myrtilli,138
Geoglossum,138
Gigartina pistillata,138
Henoticus serratus,138
Hylaeus cornutus,138
Iris versicolor,138
Jalapriya toruloides,138
Koeleria vallesiana,138
Lejeunea eckloniana,138
Locustella lanceolata,138
Loliginidae,138
Longitarsus kutscherae,138
Lyophyllum fumosum,138
Macrosiphoniella (Macrosiphoniella) tanacetaria,138
Mangelia attenuata,138
Myrionema strangulans,138
Navicula veneta,138
Odynerus simillimus,138
Philedone gerningana,138
Podura aquatica,138
Porina guentheri var. guentheri,138
Prostigmata,138
Stereocaulon saxatile,138
Teuchophorus monacanthus,138
Teuchophorus nigricosta,138
Acarospora veronensis,137
Anotylus nitidulus,137
Arenaria norvegica,137
Barynotus squamosus,137
Bassia scoparia,137
Botryobasidium candicans,137
Caeruleum heppii,137
Caloplaca aractina,137
Caltha palustris var. radicans,137
Carpatolechia alburnella,137
Caudofoveata,137
Cephaloziella baumgartneri,137
Clitocella popinalis,137
Corticarina curta,137
Diogenes pugilator,137
Discostroma tostum,137
Eristalis cryptarum,137
Eublemma purpurina,137
Eulimosina ochripes,137
Fascicularia bicolor,137
Formica,137
Hieracium pellucidum,137
Hysterophora maculosana,137
Lepidostoma,137
Lepiota pseudolilacea,137
Longitarsus ballotae,137
Mimumesa littoralis,137
Muscari comosum,137
Nimbus obliteratus,137
Oonops domesticus,137
Percursaria percursa,137
Phoma herbarum,137
Platypalpus pallipes,137
Potentilla rupestris,137
Pristiphora pallidiventris,137
Psylliodes laticollis,137
Rhodymenia delicatula,137
Riolus cupreus,137
Rubus glareosus,137
Rudbeckia laciniata,137
Saldula pilosella,137
Sitona puncticollis,137
Stenus guynemeri,137
Synchita humeralis,137
Taphrorychus bicolor,137
Tethyspira spinosa,137
Thalasseus elegans,137
Volvariella pusilla,137
Alcyonium,136
Alphitobius diaperinus,136
Ammothella longipes,136
Aphis euonymi,136
Ascomycota,136
Aster laevis x novi-belgii = A. x versicolor,136
Atractotomus magnicornis,136
Bartramia aprica,136
Betulaphis quadrituberculata,136
Capulidae,136
Ceratium candelabrum,136
Diodontus luperus,136
Dolichosoma lineare,136
Eriophyes tiliae subsp. tiliae,136
Euaesthetus laeviusculus,136
Europiella artemisiae,136
Fecampia erythrocephala,136
Geryon trispinosus,136
Globicephala melas,136
Golovinomyces sparsus,136
Helminthosporium velutinum,136
Hieracium ebudicum,136
Hieracium flocculosum,136
Hymenolepis,136
Limarus zenkeri,136
Luperus flavipes,136
Mecopisthes peusi,136
Megaselia pleuralis,136
Meligethes solidus,136
Miriquidica pycnocarpa f. sorediata,136
Mollisia ramealis,136
Mycetoporus clavicornis,136
Myxicola aesthetica,136
Oscillatoria,136
Peziza ammophila,136
Pilosella caespitosa,136
Plectocarpon lichenum,136
Pyrenopeziza mercurialis,136
Rhodine,136
Saprinus aeneus,136
Solanum sarachoides,136
Telaranea europaea,136
Tricholoma focale,136
Varicorbula,136
Walckenaeria dysderoides,136
Amphissa acutecostata,135
Anasimyia lunulata,135
Anthoxanthum aristatum,135
Argulus foliaceus,135
Atheta sodalis,135
Atomaria fimetarii,135
Atriplex halimus,135
Blaps mucronata,135
Byblis gaimardii,135
Cacopsylla brunneipennis,135
Calliopius laeviusculus,135
Caloplaca herbidella s. lat.,135
Cetraria islandica,135
Ceutorhynchus sulcicollis,135
Chara intermedia,135
Chionoloma tenuirostre var. tenuirostre,135
Cinochira atra,135
Crossocerus capitosus,135
Dactylolabis sexmaculata,135
Diastylis rathkei subsp. typica,135
Dryops nitidulus,135
Entoloma elodes,135
Euphorbia oblongata,135
Fimbriosthenelais zetlandica,135
Frutidella caesioatra,135
Heterocerus fusculus,135
Hydraena minutissima,135
Lecanora praepostera,135
Leptochiton,135
Lindbergina aurovittata,135
Lonchodryinus ruficornis,135
Melanogaster aerosa,135
Nardus,135
Navicula - small forms,135
Negastrius sabulicola,135
Neoleria inscripta,135
Neonectria ditissima,135
Noteridae,135
Osmundea truncata,135
Paradelphomyia fuscula,135
Platypalpus pseudofulvipes,135
Pogonota barbata,135
Ptinella aptera,135
Raja undulata,135
Raphanus raphanistrum var. flavus,135
Rhabdiopteryx acuminata,135
Rhaphium auctum,135
Rhizocarpon,135
Rubus diversus,135
Rubus questieri,135
Rubus tamarensis,135
Scorzoneroides autumnalis var. pratensis,135
Simocybe haustellaris,135
Taraxacum subcyanolepis,135
Thereva fulva,135
Trioza galii,135
Ustilago striiformis,135
Valerianella locusta var. dunensis,135
Xerocomellus cisalpinus,135
Ypsolopha horridella,135
Anisandrus dispar,134
Aphidius avenae,134
Arion subfuscus agg.,134
Avena,134
Catops fuscus,134
Ceratodon conicus,134
Coenagrion scitulum,134
Coleophora versurella,134
Crepis setosa,134
Cryptophagus distinguendus,134
Diastata costata,134
Dytiscus lapponicus,134
Emberiza leucocephalos,134
Epilobium hirsutum x ciliatum = E. x novae-civitatis,134
Epilobium hirsutum x montanum = E. x erroneum,134
Foliose brown algae,134
Gabrius piliger,134
Gallus gallus f. domestica,134
Helochares obscurus,134
Isopterygiopsis muelleriana,134
Jaera (Jaera) nordmanni,134
Jungermannia borealis,134
Kniphofia praecox,134
Lactarius quieticolor,134
Lactarius zonarius,134
Lauxaniidae,134
Lispe pygmaea,134
Lyophyllum loricatum,134
Marsupella condensata,134
Oligota apicata,134
Ondatra zibethicus,134
Philomedes,134
Pissodes pini,134
Poecile,134
Prasiola crispa,134
Priocnemis schioedtei,134
Saccobasis polita,134
Sorbus vexans,134
Strophingia ericae,134
Synchytrium taraxaci,134
Takecallis arundicolens,134
Taraxacum rhamphodes,134
Terellia colon,134
Thracia distorta,134
Tolypella nidifica,134
Tychius schneideri,134
Uroleucon (Uromelan) solidaginis,134
Veronica spicata subsp. hybrida,134
Volutella ciliata,134
Zeiraphera griseana,134
Abietinella abietina,133
Agaricus cappellianus,133
Agromyza reptans,133
Andricus curvator f. sexual,133
Aspicilia contorta,133
Atheta palustris,133
Augyles hispidulus,133
Badhamia panicea,133
Bicellaria sulcata,133
Bryotropha umbrosella,133
Cephalozia,133
Chesias rufata scotica,133
Coeliodes ruber,133
Conops vesicularis,133
Coprophilus striatulus,133
Cortinarius infractus,133
Dyschirius obscurus,133
Electridae,133
Empis verralli,133
Empria pallimacula,133
Esolus,133
Eudonia lineola,133
Eupleurus subterraneus,133
Harpalus tenebrosus,133
Hippolyte,133
Hoplothrips unicolor,133
Hydrophorus nebulosus,133
Hydrosmecta delicatula,133
Lamprops fasciatus,133
Levisticum officinale,133
Lindenius panzeri,133
Lophodermium juniperinum,133
Mecinus collaris,133
Megaselia longicostalis,133
Melieria cana,133
Micromus angulatus,133
Mycetoporus nigricollis,133
Myriolecis pruinosa,133
Oligota punctulata,133
Ophonus cordatus,133
Ougia subaequalis,133
Phalonidia affinitana,133
Polypedilum nubeculosum,133
Puccinia calthicola,133
Puccinia oxalidis,133
Pullimosina moesta,133
Rhigognostis incarnatella,133
Rhizophagus cribratus,133
Rhysothorax rufus,133
Salix purpurea x viminalis x cinerea = S. x forbyana,133
Skyttea gregaria,133
Spiophanes,133
Taxodium distichum,133
Tephrochlaena oraria,133
Thymelicus,133
Tulasnella violea,133
Acrolocha sulcula,132
Actinothoe,132
Aethes francillana,132
Argogorytes fargeii,132
Ascozonus woolhopensis,132
Biorhiza pallida f. sexual,132
Birka cinereipes,132
Bonnemaisonia,132
Botanophila sericea,132
Caliroa annulipes,132
Callipterinella minutissima,132
Caloplaca albolutescens,132
Conifer seedlings/saplings,132
Cortinarius saturninus,132
Dacrymyces deliquescens,132
Echinosphaeria canescens,132
Eriosoma lanuginosum,132
Eupteryx notata,132
Euura oligospila,132
Exidia plana,132
Galerina calyptrata,132
Gillmeria ochrodactyla,132
Glycymeris,132
Hilara fulvibarba,132
Idotea emarginata,132
Lichtensia viburni,132
Lophodermium arundinaceum,132
Luzula forsteri x pilosa = L. x borreri,132
Micromitrium tenerum,132
Mucronella calva,132
Oscinella pusilla,132
Otiorhynchus nodosus,132
Pittosporum,132
Planorbulina,132
Podosphaera spiraeae,132
Ramularia pratensis,132
Russula integra var. integra,132
Sigalionidae,132
Siphoninus phillyreae,132
Sipunculidea,132
Solanum laciniatum,132
Stenoptilia zophodactylus,132
Stigmus pendulus,132
Strossmayeria basitricha,132
Synoicum pulmonaria,132
Tornidae,132
Ulmus minor x plotii = U. x viminalis,132
Vicia spp.,132
Acarospora cervina,131
Acrosiphonia arcta,131
Alloeotomus gothicus,131
Amphinema byssoides,131
Andreaea blyttii,131
Arachnospila wesmaeli,131
Arctosa cinerea,131
Argas (Carios) vespertilionis,131
Atheta ravilla,131
Bagous lutulentus,131
Bicellaria pilosa,131
Calidris minutilla,131
Carex lachenalii x curta = C. x helvola,131
Carpatolechia notatella,131
Chloropidae,131
Collema,131
Cortinarius brunneus,131
Cortinarius rubellus,131
Crangonyx subterraneus,131
Cyaniris semiargus,131
Delia albula,131
Didymodon tomaculosus,131
Diplotomma,131
Discocerina obscurella,131
Ditaeniella grisescens,131
Gypsonoma oppressana,131
Hapalaraea pygmaea,131
Helleborus argutifolius,131
Homoneura notata,131
Lepraria crassissima,131
Lyngbya aestuarii,131
Megarthrus prosseni,131
Melaspilea atroides,131
Mimachlamys varia nivea,131
Montacutidae,131
Napomyza lateralis,131
Nereiphylla lutea,131
Nicotiana alata,131
Pancalia schwarzella,131
Phanacis hypochoeridis,131
Philonotis cernua,131
Pimpla flavicoxis,131
Psallus (Hylopsallus) variabilis,131
Pseudohygrohypnum subeugyrium,131
Ptenidium longicorne,131
Pyralidae,131
Rhopalapion longirostre,131
Russula sanguinea,131
Scophthalmidae,131
Scytodes thoracica,131
Stemonitis fusca,131
Stenoptilia millieridactyla,131
Sthenarus rotermundi,131
Stroggylocephalus livens,131
Taraxacum laeticolor,131
Tricholoma atrosquamosum var. atrosquamosum,131
Ulota,131
Acarina,130
Acrotona parvula,130
Alchemilla monticola,130
Amauromyza verbasci,130
Amphorophora (Amphorophora) tuberculata,130
Antithamnionella floccosa,130
Arhopalus ferus,130
Aster novi-belgii agg.,130
Atheta orbata,130
Bibio clavipes,130
Bolitophila cinerea,130
Brachysira vitrea,130
Bryum muehlenbeckii,130
Byrrhus pustulatus,130
Calendula arvensis,130
Campanularia hincksii,130
Catinella olivacea,130
Centaurium scilloides,130
Ceromya bicolor,130
Cetrelia olivetorum s. str.,130
Chaetocnema arida,130
Chalcidoidea,130
Cicadula aurantipes,130
Cotinus coggygria,130
Crossopalpus nigritellus,130
Drosophila transversa,130
Dryopteris cristata x carthusiana = D. x uliginosa,130
Dysaphis (Dysaphis) angelicae,130
Eriocrania cicatricella,130
Eupolymnia,130
Gabrius nigritulus,130
Geranium nodosum,130
Grammotaulius nitidus,130
Gymnadenia conopsea x Dactylorhiza fuchsii = X Dactylodenia st-quintinii,130
Hydrophorus praecox,130
Hyperoplus,130
Hypholoma radicosum,130
Inocybe godeyi,130
Ixodes (Ceratixodes) uriae,130
Leiochone leiopygos,130
Lophodermium conigenum,130
Lophodermium seditiosum,130
Malachius aeneus,130
Melampsora laricis-populina,130
Mesopsocus unipunctatus,130
Micarea subviridescens,130
Mniusa incrassata,130
Mycena pterigena,130
Neurigona quadrifasciata,130
Ophiognomonia alni-viridis,130
Palaeopsylla minor,130
Pholiotina vexans,130
Plagioecia sarniensis,130
Platyura marginata,130
Pluteus cinereofuscus,130
Prionocera pubescens,130
Protapion,130
Psychoda sigma,130
Pyramidellidae,130
Pyronema omphalodes,130
Rhamphomyia subcinerascens,130
Russula nana,130
Scathophaga,130
Sphaerodorum,130
Toxisarcon,130
Typhamyza bifasciata,130
Venturia inaequalis,130
Agnocoris reclairei,129
Anastrophyllum alpinum,129
Anthrax anthrax,129
Antispila metallella,129
Arctocorisa carinata,129
Arthothelium lirellans,129
Ascocoryne,129
Blindia caespiticia,129
Calcarisporium arbuscula,129
Carex muricata subsp. muricata,129
Chaetocnema concinna/picipes,129
Cheilothela chloropus,129
Chionodes fumatella,129
Chlorops limbatus,129
Chrysallida,129
Chrysopa commata,129
Clematis montana,129
Ctenophora,129
Delesseria,129
Delia penicillosa,129
Dendrobaena veneta,129
Dendrothele acerina,129
Dermatocarpon leptophyllodes,129
Dilacra luteipes,129
Dirina massiliensis f. massiliensis,129
Entyloma microsporum,129
Ernoporicus caucasicus,129
Euthyneura myrtilli,129
Gabrius bishopi,129
Heterostylodes nominabilis,129
Hippodamia tredecimpunctata,129
Hydroptila simulans,129
Illinoia (Masonaphis) lambersi,129
Macronychia dolini,129
Medetera micacea,129
Medina luctuosa,129
Megasyrphus erraticus,129
Mycetophila unipunctata,129
Oscinella vastator,129
Oswaldia muscaria,129
Pelagella castanea,129
Phyllocoptes populi,129
Phyteuma spicatum,129
Pilobolus kleinii,129
Polyplumaria flabellata,129
Protozoa,129
Pterocarya fraxinifolia,129
Ptinus tectus,129
Ramariopsis subtilis,129
Rubus bloxamii,129
Rubus fuscus,129
Rubus peninsulae,129
Sarcophaga subulata,129
Stilobezzia gracilis,129
Surirella minuta,129
Tachydromia morio,129
Taraxacum proximum,129
Tenthredinidae,129
Truncatellina callicratis,129
Tychius pusillus,129
Uroleucon (Uromelan) taraxaci,129
Viridicerus ustulatus,129
Wesmaelius (Wesmaelius) quadrifasciatus,129
Acericerus vittifrons,128
Aphis (Aphis) frangulae,128
Atheta nigripes,128
Berberis julianae,128
Brachycaudus (Thuleaphis) sedi,128
Brachyopa insensilis,128
Calothrix confervicola,128
Cheilosia ranunculi,128
Chlorops scalaris,128
Chrysis ruddii,128
Dasyatis,128
Dioxyna bidentis,128
Dolicharthria punctalis,128
Doronicum pardalianches x plantagineum x columnae = D. x excelsum,128
Dryocoetes autographus,128
Ectropis,128
Ernoporicus fagi,128
Fenusella nana,128
Gilletteella cooleyi,128
Gobius cobitis,128
Gyrophaena gentilis,128
Helcomyza ustulata,128
Limea crassa,128
Macrorrhyncha flava,128
Macrosiphum (Macrosiphum) weberi,128
Marenzelleria viridis,128
Microcladia glandulosa,128
Micropsectra,128
Microthyrium ciliatum var. ciliatum,128
Mompha miscella,128
Monotoma longicollis,128
Morellia,128
Myxogastrea,128
Neoamphitrite affinis,128
Neobisium (Neobisium) maritimum,128
Neria ephippium,128
Noeeta pupillata,128
Nymphaea alba subsp. occidentalis,128
Orthotylus (Pseudorthotylus) bilineatus,128
Pediculus humanus,128
Perdix perdix perdix,128
Phiaris palustrana,128
Phlebia livida,128
Podosphaera fuliginea,128
Porocyphus coccodes,128
Pteridophyta,128
Puccinia,128
Pycnoclavella producta,128
Pyrausta,128
Pyrenopeziza escharodes,128
Pyrenula dermatodes,128
Succinea,128
Tipula peliostigma,128
Tomocerus vulgaris,128
Uroleucon (Uroleucon) tanaceti,128
Vertebrata thuyoides,128
Achelia,127
Agaricus placomyces,127
Allium cepa,127
Amara famelica,127
Amphipoea fucosa paludis,127
Anoplus roboris,127
Apiognomonia errabunda,127
Arctica,127
Bacidia herbarum,127
Bacillariophyta,127
Bathyporeia nana,127
Bovidae,127
Brachycaudus (Appelia) schwartzi,127
Calopteryx,127
